filename,imgname,height,width,class,xmin,ymin,xmax,ymax,label
Dodge Charger SRT-8 2009/01153.jpg,01153.jpg,326,750,Dodge Charger SRT-8 2009,25,64,741,301,97
Jeep Wrangler SUV 2012/01154.jpg,01154.jpg,529,1024,Jeep Wrangler SUV 2012,206,173,805,478,146
Dodge Charger Sedan 2012/01155.jpg,01155.jpg,1944,2592,Dodge Charger Sedan 2012,395,414,2378,1721,96
Ford Edge SUV 2012/01156.jpg,01156.jpg,225,300,Ford Edge SUV 2012,38,60,291,220,110
Audi R8 Coupe 2012/01157.jpg,01157.jpg,345,489,Audi R8 Coupe 2012,32,135,466,266,15
Toyota Camry Sedan 2012/01158.jpg,01158.jpg,480,640,Toyota Camry Sedan 2012,57,25,579,433,187
Volvo XC90 SUV 2007/01159.jpg,01159.jpg,266,400,Volvo XC90 SUV 2007,30,23,390,256,195
Audi S4 Sedan 2012/01160.jpg,01160.jpg,425,640,Audi S4 Sedan 2012,3,45,630,402,23
Daewoo Nubira Wagon 2002/01161.jpg,01161.jpg,319,425,Daewoo Nubira Wagon 2002,64,106,399,307,82
Ram C-V Cargo Van Minivan 2012/01162.jpg,01162.jpg,480,640,Ram C-V Cargo Van Minivan 2012,65,182,616,383,174
Dodge Ram Pickup 3500 Quad Cab 2009/01163.jpg,01163.jpg,682,912,Dodge Ram Pickup 3500 Quad Cab 2009,69,192,876,531,87
BMW 6 Series Convertible 2007/01164.jpg,01164.jpg,800,1280,BMW 6 Series Convertible 2007,235,425,1101,711,31
BMW M6 Convertible 2010/01165.jpg,01165.jpg,448,1024,BMW M6 Convertible 2010,106,27,933,440,36
Geo Metro Convertible 1993/01166.jpg,01166.jpg,600,800,Geo Metro Convertible 1993,16,94,768,513,123
Audi S5 Convertible 2012/01167.jpg,01167.jpg,600,800,Audi S5 Convertible 2012,88,298,717,514,21
Bugatti Veyron 16.4 Coupe 2009/01168.jpg,01168.jpg,769,1024,Bugatti Veyron 16.4 Coupe 2009,124,322,1010,662,46
Chevrolet Malibu Sedan 2007/01169.jpg,01169.jpg,200,300,Chevrolet Malibu Sedan 2007,27,17,249,189,73
Infiniti G Coupe IPL 2012/01170.jpg,01170.jpg,360,480,Infiniti G Coupe IPL 2012,63,106,454,299,141
Dodge Sprinter Cargo Van 2009/01171.jpg,01171.jpg,480,640,Dodge Sprinter Cargo Van 2009,102,6,606,480,88
GMC Canyon Extended Cab 2012/01172.jpg,01172.jpg,360,480,GMC Canyon Extended Cab 2012,50,107,458,299,122
Jeep Patriot SUV 2012/01173.jpg,01173.jpg,667,1000,Jeep Patriot SUV 2012,11,15,989,658,145
GMC Canyon Extended Cab 2012/01174.jpg,01174.jpg,184,275,GMC Canyon Extended Cab 2012,1,20,275,184,122
Ford F-150 Regular Cab 2012/01175.jpg,01175.jpg,320,800,Ford F-150 Regular Cab 2012,1,4,800,320,113
Chevrolet Avalanche Crew Cab 2012/01176.jpg,01176.jpg,225,300,Chevrolet Avalanche Crew Cab 2012,28,33,285,177,65
Mercedes-Benz S-Class Sedan 2012/01177.jpg,01177.jpg,800,1200,Mercedes-Benz S-Class Sedan 2012,163,237,1061,737,165
Bentley Continental GT Coupe 2007/01178.jpg,01178.jpg,451,800,Bentley Continental GT Coupe 2007,68,169,712,401,43
Aston Martin Virage Coupe 2012/01179.jpg,01179.jpg,394,533,Aston Martin Virage Coupe 2012,85,200,463,344,11
Audi V8 Sedan 1994/01180.jpg,01180.jpg,225,300,Audi V8 Sedan 1994,11,29,294,185,16
Honda Odyssey Minivan 2012/01181.jpg,01181.jpg,480,640,Honda Odyssey Minivan 2012,25,125,620,349,126
Mercedes-Benz 300-Class Convertible 1993/01182.jpg,01182.jpg,600,800,Mercedes-Benz 300-Class Convertible 1993,70,193,762,445,161
Lamborghini Diablo Coupe 2001/01183.jpg,01183.jpg,680,1024,Lamborghini Diablo Coupe 2001,75,260,923,593,153
Bugatti Veyron 16.4 Coupe 2009/01184.jpg,01184.jpg,280,480,Bugatti Veyron 16.4 Coupe 2009,16,40,464,244,46
Cadillac SRX SUV 2012/01185.jpg,01185.jpg,1195,1600,Cadillac SRX SUV 2012,147,180,1486,1011,52
Aston Martin V8 Vantage Convertible 2012/01186.jpg,01186.jpg,194,259,Aston Martin V8 Vantage Convertible 2012,12,48,230,157,8
MINI Cooper Roadster Convertible 2012/01187.jpg,01187.jpg,300,500,MINI Cooper Roadster Convertible 2012,58,94,467,278,157
Dodge Durango SUV 2012/01188.jpg,01188.jpg,355,550,Dodge Durango SUV 2012,108,105,540,330,94
Lamborghini Diablo Coupe 2001/01189.jpg,01189.jpg,480,640,Lamborghini Diablo Coupe 2001,22,278,625,445,153
Chevrolet Sonic Sedan 2012/01190.jpg,01190.jpg,768,1024,Chevrolet Sonic Sedan 2012,78,95,999,667,63
Ford E-Series Wagon Van 2012/01191.jpg,01191.jpg,194,259,Ford E-Series Wagon Van 2012,13,34,235,184,116
BMW 3 Series Wagon 2012/01192.jpg,01192.jpg,360,480,BMW 3 Series Wagon 2012,18,115,445,334,30
Buick Rainier SUV 2007/01193.jpg,01193.jpg,160,320,Buick Rainier SUV 2007,5,19,320,139,48
Geo Metro Convertible 1993/01194.jpg,01194.jpg,310,388,Geo Metro Convertible 1993,62,141,309,246,123
Audi S4 Sedan 2007/01195.jpg,01195.jpg,460,575,Audi S4 Sedan 2007,15,46,575,415,24
Lamborghini Aventador Coupe 2012/01196.jpg,01196.jpg,199,300,Lamborghini Aventador Coupe 2012,115,93,246,151,151
BMW M6 Convertible 2010/01197.jpg,01197.jpg,773,1000,BMW M6 Convertible 2010,3,49,998,772,36
Cadillac Escalade EXT Crew Cab 2007/01198.jpg,01198.jpg,480,640,Cadillac Escalade EXT Crew Cab 2007,30,78,611,403,53
Chevrolet Tahoe Hybrid SUV 2012/01199.jpg,01199.jpg,205,308,Chevrolet Tahoe Hybrid SUV 2012,37,97,265,182,62
Infiniti QX56 SUV 2011/01200.jpg,01200.jpg,350,770,Infiniti QX56 SUV 2011,80,31,667,264,142
Buick Enclave SUV 2012/01201.jpg,01201.jpg,480,640,Buick Enclave SUV 2012,19,51,631,458,50
Audi S5 Convertible 2012/01202.jpg,01202.jpg,600,800,Audi S5 Convertible 2012,52,289,751,505,21
Nissan 240SX Coupe 1998/01203.jpg,01203.jpg,240,320,Nissan 240SX Coupe 1998,1,36,269,196,171
Hyundai Azera Sedan 2012/01204.jpg,01204.jpg,800,1200,Hyundai Azera Sedan 2012,49,83,1073,765,140
Bentley Mulsanne Sedan 2011/01205.jpg,01205.jpg,183,300,Bentley Mulsanne Sedan 2011,45,59,284,161,41
BMW 1 Series Coupe 2012/01206.jpg,01206.jpg,480,640,BMW 1 Series Coupe 2012,71,96,590,393,28
Buick Rainier SUV 2007/01207.jpg,01207.jpg,200,300,Buick Rainier SUV 2007,5,50,293,170,48
BMW 3 Series Wagon 2012/01208.jpg,01208.jpg,768,1024,BMW 3 Series Wagon 2012,64,281,819,694,30
Ram C-V Cargo Van Minivan 2012/01209.jpg,01209.jpg,120,120,Ram C-V Cargo Van Minivan 2012,1,24,120,103,174
Audi TTS Coupe 2012/01210.jpg,01210.jpg,480,640,Audi TTS Coupe 2012,19,123,618,354,14
Ford Freestar Minivan 2007/01211.jpg,01211.jpg,198,264,Ford Freestar Minivan 2007,23,21,235,176,108
Dodge Dakota Crew Cab 2010/01212.jpg,01212.jpg,925,1600,Dodge Dakota Crew Cab 2010,103,292,1495,845,90
Hyundai Sonata Hybrid Sedan 2012/01213.jpg,01213.jpg,589,1000,Hyundai Sonata Hybrid Sedan 2012,38,127,642,412,134
Acura TL Sedan 2012/01214.jpg,01214.jpg,225,300,Acura TL Sedan 2012,3,47,296,183,3
Ford F-150 Regular Cab 2007/01215.jpg,01215.jpg,431,575,Ford F-150 Regular Cab 2007,25,124,552,308,114
Tesla Model S Sedan 2012/01216.jpg,01216.jpg,399,600,Tesla Model S Sedan 2012,43,70,584,321,185
Mazda Tribute SUV 2011/01217.jpg,01217.jpg,360,480,Mazda Tribute SUV 2011,100,97,429,314,159
Mercedes-Benz 300-Class Convertible 1993/01218.jpg,01218.jpg,768,1024,Mercedes-Benz 300-Class Convertible 1993,51,256,1007,585,161
Chrysler PT Cruiser Convertible 2008/01219.jpg,01219.jpg,480,640,Chrysler PT Cruiser Convertible 2008,63,81,590,410,81
GMC Acadia SUV 2012/01220.jpg,01220.jpg,183,276,GMC Acadia SUV 2012,31,11,248,179,121
Infiniti QX56 SUV 2011/01221.jpg,01221.jpg,240,320,Infiniti QX56 SUV 2011,1,20,319,219,142
Chevrolet Express Cargo Van 2007/01222.jpg,01222.jpg,480,640,Chevrolet Express Cargo Van 2007,23,60,597,349,64
Jeep Liberty SUV 2012/01223.jpg,01223.jpg,768,1024,Jeep Liberty SUV 2012,64,120,886,767,147
Bentley Continental Supersports Conv. Convertible 2012/01224.jpg,01224.jpg,1068,1600,Bentley Continental Supersports Conv. Convertible 2012,786,514,1443,890,39
Toyota Camry Sedan 2012/01225.jpg,01225.jpg,480,640,Toyota Camry Sedan 2012,86,33,513,403,187
Toyota 4Runner SUV 2012/01226.jpg,01226.jpg,480,640,Toyota 4Runner SUV 2012,71,126,581,413,189
BMW X3 SUV 2012/01227.jpg,01227.jpg,500,750,BMW X3 SUV 2012,113,54,634,470,37
Bugatti Veyron 16.4 Convertible 2009/01228.jpg,01228.jpg,768,1024,Bugatti Veyron 16.4 Convertible 2009,331,299,702,562,45
Dodge Caliber Wagon 2007/01229.jpg,01229.jpg,360,480,Dodge Caliber Wagon 2007,100,55,403,271,84
Chevrolet Silverado 1500 Extended Cab 2012/01230.jpg,01230.jpg,500,700,Chevrolet Silverado 1500 Extended Cab 2012,27,115,667,404,74
Mazda Tribute SUV 2011/01231.jpg,01231.jpg,320,480,Mazda Tribute SUV 2011,22,4,457,316,159
Audi TTS Coupe 2012/01232.jpg,01232.jpg,400,600,Audi TTS Coupe 2012,150,87,472,289,14
Hyundai Sonata Sedan 2012/01233.jpg,01233.jpg,480,640,Hyundai Sonata Sedan 2012,8,93,630,422,138
Buick Verano Sedan 2012/01234.jpg,01234.jpg,399,600,Buick Verano Sedan 2012,102,28,508,365,49
Lincoln Town Car Sedan 2011/01235.jpg,01235.jpg,375,500,Lincoln Town Car Sedan 2011,29,116,464,311,156
Spyker C8 Coupe 2009/01236.jpg,01236.jpg,262,429,Spyker C8 Coupe 2009,21,66,409,226,180
Porsche Panamera Sedan 2012/01237.jpg,01237.jpg,768,1366,Porsche Panamera Sedan 2012,116,409,1156,753,173
Ford Ranger SuperCab 2011/01238.jpg,01238.jpg,183,276,Ford Ranger SuperCab 2011,24,41,270,158,111
BMW 1 Series Coupe 2012/01239.jpg,01239.jpg,1440,1920,BMW 1 Series Coupe 2012,300,501,1711,1070,28
Toyota Corolla Sedan 2012/01240.jpg,01240.jpg,375,500,Toyota Corolla Sedan 2012,83,59,416,320,188
Chrysler Sebring Convertible 2010/01241.jpg,01241.jpg,147,300,Chrysler Sebring Convertible 2010,52,39,250,122,77
Dodge Durango SUV 2012/01242.jpg,01242.jpg,480,640,Dodge Durango SUV 2012,68,126,585,399,94
Land Rover Range Rover SUV 2012/01243.jpg,01243.jpg,318,520,Land Rover Range Rover SUV 2012,41,75,464,266,154
Land Rover LR2 SUV 2012/01244.jpg,01244.jpg,600,800,Land Rover LR2 SUV 2012,135,43,663,571,155
Audi TT Hatchback 2011/01245.jpg,01245.jpg,418,630,Audi TT Hatchback 2011,47,59,585,383,19
GMC Terrain SUV 2012/01246.jpg,01246.jpg,555,800,GMC Terrain SUV 2012,13,44,784,538,118
Mercedes-Benz C-Class Sedan 2012/01247.jpg,01247.jpg,225,300,Mercedes-Benz C-Class Sedan 2012,20,47,291,212,162
McLaren MP4-12C Coupe 2012/01248.jpg,01248.jpg,200,300,McLaren MP4-12C Coupe 2012,25,37,275,189,160
Bugatti Veyron 16.4 Coupe 2009/01249.jpg,01249.jpg,1024,1280,Bugatti Veyron 16.4 Coupe 2009,62,226,1189,841,46
Suzuki Kizashi Sedan 2012/01250.jpg,01250.jpg,750,1000,Suzuki Kizashi Sedan 2012,27,174,989,708,182
Audi V8 Sedan 1994/01251.jpg,01251.jpg,600,800,Audi V8 Sedan 1994,206,96,736,365,16
smart fortwo Convertible 2012/01252.jpg,01252.jpg,250,400,smart fortwo Convertible 2012,19,25,386,242,196
BMW X3 SUV 2012/01253.jpg,01253.jpg,807,1280,BMW X3 SUV 2012,78,134,1189,772,37
Land Rover LR2 SUV 2012/01254.jpg,01254.jpg,532,800,Land Rover LR2 SUV 2012,107,91,756,501,155
Acura Integra Type R 2001/01255.jpg,01255.jpg,599,799,Acura Integra Type R 2001,17,80,735,492,6
Chevrolet Express Van 2007/01256.jpg,01256.jpg,213,285,Chevrolet Express Van 2007,8,28,279,201,71
Hyundai Veracruz SUV 2012/01257.jpg,01257.jpg,768,1024,Hyundai Veracruz SUV 2012,24,172,1005,587,133
Dodge Durango SUV 2007/01258.jpg,01258.jpg,500,500,Dodge Durango SUV 2007,29,91,482,454,95
Dodge Journey SUV 2012/01259.jpg,01259.jpg,768,1149,Dodge Journey SUV 2012,139,112,1090,706,89
Dodge Durango SUV 2007/01260.jpg,01260.jpg,134,200,Dodge Durango SUV 2007,44,29,187,133,95
Dodge Caravan Minivan 1997/01261.jpg,01261.jpg,300,400,Dodge Caravan Minivan 1997,48,137,343,276,85
Dodge Caliber Wagon 2007/01262.jpg,01262.jpg,228,380,Dodge Caliber Wagon 2007,47,31,340,219,84
Isuzu Ascender SUV 2008/01263.jpg,01263.jpg,480,640,Isuzu Ascender SUV 2008,1,21,639,470,143
Acura TL Type-S 2008/01264.jpg,01264.jpg,480,640,Acura TL Type-S 2008,5,36,623,357,4
Tesla Model S Sedan 2012/01265.jpg,01265.jpg,398,554,Tesla Model S Sedan 2012,35,160,509,361,185
GMC Canyon Extended Cab 2012/01266.jpg,01266.jpg,450,600,GMC Canyon Extended Cab 2012,20,87,600,391,122
Honda Odyssey Minivan 2007/01267.jpg,01267.jpg,417,625,Honda Odyssey Minivan 2007,26,92,604,291,127
Chevrolet Silverado 1500 Hybrid Crew Cab 2012/01268.jpg,01268.jpg,194,259,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,9,43,254,152,54
Spyker C8 Coupe 2009/01269.jpg,01269.jpg,400,600,Spyker C8 Coupe 2009,96,3,519,385,180
Bentley Continental Flying Spur Sedan 2007/01270.jpg,01270.jpg,369,550,Bentley Continental Flying Spur Sedan 2007,21,76,532,355,44
Maybach Landaulet Convertible 2012/01271.jpg,01271.jpg,120,120,Maybach Landaulet Convertible 2012,1,15,120,99,158
Hyundai Tucson SUV 2012/01272.jpg,01272.jpg,900,1200,Hyundai Tucson SUV 2012,111,66,984,800,132
Ferrari California Convertible 2012/01273.jpg,01273.jpg,492,786,Ferrari California Convertible 2012,53,265,769,475,102
Chevrolet Monte Carlo Coupe 2007/01274.jpg,01274.jpg,360,424,Chevrolet Monte Carlo Coupe 2007,5,153,420,337,72
BMW 3 Series Sedan 2012/01275.jpg,01275.jpg,194,259,BMW 3 Series Sedan 2012,14,52,252,149,29
Aston Martin V8 Vantage Coupe 2012/01276.jpg,01276.jpg,480,640,Aston Martin V8 Vantage Coupe 2012,67,102,567,357,9
AM General Hummer SUV 2000/01277.jpg,01277.jpg,91,160,AM General Hummer SUV 2000,1,5,160,89,1
Chrysler Crossfire Convertible 2008/01278.jpg,01278.jpg,167,300,Chrysler Crossfire Convertible 2008,25,48,294,142,80
Hyundai Santa Fe SUV 2012/01279.jpg,01279.jpg,250,300,Hyundai Santa Fe SUV 2012,7,24,287,232,131
Ford F-450 Super Duty Crew Cab 2012/01280.jpg,01280.jpg,480,640,Ford F-450 Super Duty Crew Cab 2012,74,157,504,398,106
Buick Regal GS 2012/01281.jpg,01281.jpg,375,500,Buick Regal GS 2012,126,69,402,309,47
Suzuki SX4 Sedan 2012/01282.jpg,01282.jpg,480,640,Suzuki SX4 Sedan 2012,11,14,621,441,184
Aston Martin V8 Vantage Convertible 2012/01283.jpg,01283.jpg,197,271,Aston Martin V8 Vantage Convertible 2012,19,52,261,150,8
Bentley Arnage Sedan 2009/01284.jpg,01284.jpg,1305,1745,Bentley Arnage Sedan 2009,112,298,1609,1003,40
Volvo XC90 SUV 2007/01285.jpg,01285.jpg,245,361,Volvo XC90 SUV 2007,47,49,321,202,195
Hyundai Veloster Hatchback 2012/01286.jpg,01286.jpg,938,1500,Hyundai Veloster Hatchback 2012,74,1,1448,855,130
McLaren MP4-12C Coupe 2012/01287.jpg,01287.jpg,400,600,McLaren MP4-12C Coupe 2012,64,189,458,357,160
Dodge Durango SUV 2012/01288.jpg,01288.jpg,768,1024,Dodge Durango SUV 2012,135,120,869,619,94
Cadillac Escalade EXT Crew Cab 2007/01289.jpg,01289.jpg,194,259,Cadillac Escalade EXT Crew Cab 2007,4,32,259,171,53
Mercedes-Benz S-Class Sedan 2012/01290.jpg,01290.jpg,240,320,Mercedes-Benz S-Class Sedan 2012,10,69,317,216,165
Hyundai Genesis Sedan 2012/01291.jpg,01291.jpg,355,550,Hyundai Genesis Sedan 2012,104,155,459,322,137
BMW 1 Series Coupe 2012/01292.jpg,01292.jpg,334,450,BMW 1 Series Coupe 2012,22,16,434,332,28
Bugatti Veyron 16.4 Coupe 2009/01293.jpg,01293.jpg,334,445,Bugatti Veyron 16.4 Coupe 2009,76,87,388,244,46
Ford Mustang Convertible 2007/01294.jpg,01294.jpg,120,160,Ford Mustang Convertible 2007,8,55,160,108,107
Dodge Durango SUV 2012/01295.jpg,01295.jpg,480,640,Dodge Durango SUV 2012,113,133,578,375,94
Ford Focus Sedan 2007/01296.jpg,01296.jpg,360,480,Ford Focus Sedan 2007,30,101,445,261,115
Audi RS 4 Convertible 2008/01297.jpg,01297.jpg,1200,1600,Audi RS 4 Convertible 2008,103,205,1330,928,12
Audi S6 Sedan 2011/01298.jpg,01298.jpg,768,1024,Audi S6 Sedan 2011,28,199,1005,673,20
Toyota Sequoia SUV 2012/01299.jpg,01299.jpg,480,640,Toyota Sequoia SUV 2012,41,140,591,356,186
Chevrolet Traverse SUV 2012/01300.jpg,01300.jpg,1172,1820,Chevrolet Traverse SUV 2012,42,186,1788,1088,58
Jaguar XK XKR 2012/01301.jpg,01301.jpg,426,640,Jaguar XK XKR 2012,34,93,620,350,144
Scion xD Hatchback 2012/01302.jpg,01302.jpg,480,640,Scion xD Hatchback 2012,62,79,620,455,178
Volkswagen Golf Hatchback 1991/01303.jpg,01303.jpg,448,749,Volkswagen Golf Hatchback 1991,55,22,685,433,191
Hyundai Genesis Sedan 2012/01304.jpg,01304.jpg,480,640,Hyundai Genesis Sedan 2012,17,74,624,425,137
Jeep Patriot SUV 2012/01305.jpg,01305.jpg,733,1100,Jeep Patriot SUV 2012,242,250,860,643,145
MINI Cooper Roadster Convertible 2012/01306.jpg,01306.jpg,600,900,MINI Cooper Roadster Convertible 2012,124,81,768,535,157
Chrysler PT Cruiser Convertible 2008/01307.jpg,01307.jpg,847,1024,Chrysler PT Cruiser Convertible 2008,177,266,943,748,81
Audi S4 Sedan 2012/01308.jpg,01308.jpg,1920,2560,Audi S4 Sedan 2012,73,452,2478,1508,23
Chevrolet Silverado 1500 Extended Cab 2012/01309.jpg,01309.jpg,225,300,Chevrolet Silverado 1500 Extended Cab 2012,14,120,281,216,74
Plymouth Neon Coupe 1999/01310.jpg,01310.jpg,449,735,Plymouth Neon Coupe 1999,40,39,703,415,172
Dodge Sprinter Cargo Van 2009/01311.jpg,01311.jpg,108,144,Dodge Sprinter Cargo Van 2009,1,12,137,94,88
Dodge Ram Pickup 3500 Crew Cab 2010/01312.jpg,01312.jpg,213,459,Dodge Ram Pickup 3500 Crew Cab 2010,65,17,424,202,86
Audi RS 4 Convertible 2008/01313.jpg,01313.jpg,422,588,Audi RS 4 Convertible 2008,56,69,558,354,12
Geo Metro Convertible 1993/01314.jpg,01314.jpg,478,640,Geo Metro Convertible 1993,29,129,597,364,123
Toyota 4Runner SUV 2012/01315.jpg,01315.jpg,225,450,Toyota 4Runner SUV 2012,31,12,421,209,189
Chevrolet Corvette Ron Fellows Edition Z06 2007/01316.jpg,01316.jpg,262,429,Chevrolet Corvette Ron Fellows Edition Z06 2007,20,35,406,236,57
Volkswagen Beetle Hatchback 2012/01317.jpg,01317.jpg,480,640,Volkswagen Beetle Hatchback 2012,91,129,533,399,192
Chevrolet Malibu Hybrid Sedan 2010/01318.jpg,01318.jpg,421,640,Chevrolet Malibu Hybrid Sedan 2010,167,85,580,307,67
Suzuki Aerio Sedan 2007/01319.jpg,01319.jpg,326,434,Suzuki Aerio Sedan 2007,59,115,378,249,181
Suzuki SX4 Sedan 2012/01320.jpg,01320.jpg,340,600,Suzuki SX4 Sedan 2012,89,42,461,288,184
Rolls-Royce Phantom Sedan 2012/01321.jpg,01321.jpg,440,640,Rolls-Royce Phantom Sedan 2012,46,69,603,411,177
Acura ZDX Hatchback 2012/01322.jpg,01322.jpg,412,620,Acura ZDX Hatchback 2012,46,69,583,363,7
Ford F-150 Regular Cab 2007/01323.jpg,01323.jpg,768,1024,Ford F-150 Regular Cab 2007,49,203,992,692,114
Bentley Continental Supersports Conv. Convertible 2012/01324.jpg,01324.jpg,189,267,Bentley Continental Supersports Conv. Convertible 2012,32,93,250,184,39
Chevrolet Silverado 1500 Classic Extended Cab 2007/01325.jpg,01325.jpg,194,259,Chevrolet Silverado 1500 Classic Extended Cab 2007,33,38,250,167,70
Chevrolet Malibu Hybrid Sedan 2010/01326.jpg,01326.jpg,225,300,Chevrolet Malibu Hybrid Sedan 2010,15,48,274,187,67
Chevrolet Silverado 1500 Extended Cab 2012/01327.jpg,01327.jpg,267,400,Chevrolet Silverado 1500 Extended Cab 2012,39,116,353,250,74
Chevrolet Camaro Convertible 2012/01328.jpg,01328.jpg,680,1024,Chevrolet Camaro Convertible 2012,91,282,956,642,59
Mercedes-Benz S-Class Sedan 2012/01329.jpg,01329.jpg,194,259,Mercedes-Benz S-Class Sedan 2012,10,52,255,163,165
Cadillac Escalade EXT Crew Cab 2007/01330.jpg,01330.jpg,225,300,Cadillac Escalade EXT Crew Cab 2007,9,11,290,200,53
Aston Martin V8 Vantage Convertible 2012/01331.jpg,01331.jpg,1057,1600,Aston Martin V8 Vantage Convertible 2012,355,323,1316,897,8
Honda Odyssey Minivan 2012/01332.jpg,01332.jpg,468,625,Honda Odyssey Minivan 2012,50,48,591,384,126
Hyundai Veloster Hatchback 2012/01333.jpg,01333.jpg,389,623,Hyundai Veloster Hatchback 2012,32,86,609,304,130
Spyker C8 Convertible 2009/01334.jpg,01334.jpg,283,468,Spyker C8 Convertible 2009,9,71,461,216,179
Bugatti Veyron 16.4 Convertible 2009/01335.jpg,01335.jpg,852,1280,Bugatti Veyron 16.4 Convertible 2009,555,301,1173,568,45
Toyota 4Runner SUV 2012/01336.jpg,01336.jpg,132,264,Toyota 4Runner SUV 2012,5,7,261,125,189
Toyota Corolla Sedan 2012/01337.jpg,01337.jpg,194,259,Toyota Corolla Sedan 2012,9,32,253,161,188
Mercedes-Benz C-Class Sedan 2012/01338.jpg,01338.jpg,1225,1800,Mercedes-Benz C-Class Sedan 2012,59,87,1737,1211,162
Dodge Durango SUV 2012/01339.jpg,01339.jpg,480,640,Dodge Durango SUV 2012,114,107,561,407,94
BMW 3 Series Wagon 2012/01340.jpg,01340.jpg,413,620,BMW 3 Series Wagon 2012,110,83,590,370,30
Chevrolet Malibu Sedan 2007/01341.jpg,01341.jpg,425,640,Chevrolet Malibu Sedan 2007,59,107,575,398,73
Chevrolet Camaro Convertible 2012/01342.jpg,01342.jpg,334,500,Chevrolet Camaro Convertible 2012,66,122,480,234,59
Volkswagen Beetle Hatchback 2012/01343.jpg,01343.jpg,540,900,Volkswagen Beetle Hatchback 2012,60,144,778,463,192
Honda Odyssey Minivan 2012/01344.jpg,01344.jpg,480,640,Honda Odyssey Minivan 2012,26,23,615,459,126
Dodge Ram Pickup 3500 Crew Cab 2010/01345.jpg,01345.jpg,480,640,Dodge Ram Pickup 3500 Crew Cab 2010,37,169,587,413,86
Audi A5 Coupe 2012/01346.jpg,01346.jpg,500,700,Audi A5 Coupe 2012,37,139,656,470,13
Spyker C8 Convertible 2009/01347.jpg,01347.jpg,338,450,Spyker C8 Convertible 2009,23,1,430,319,179
BMW X3 SUV 2012/01348.jpg,01348.jpg,768,1024,BMW X3 SUV 2012,80,110,980,677,37
Jaguar XK XKR 2012/01349.jpg,01349.jpg,640,1024,Jaguar XK XKR 2012,341,248,768,497,144
MINI Cooper Roadster Convertible 2012/01350.jpg,01350.jpg,683,1024,MINI Cooper Roadster Convertible 2012,105,315,780,561,157
Ford GT Coupe 2006/01351.jpg,01351.jpg,768,1024,Ford GT Coupe 2006,80,191,948,623,112
Bentley Arnage Sedan 2009/01352.jpg,01352.jpg,251,300,Bentley Arnage Sedan 2009,2,59,300,219,40
BMW 6 Series Convertible 2007/01353.jpg,01353.jpg,768,1024,BMW 6 Series Convertible 2007,43,99,1013,615,31
Lincoln Town Car Sedan 2011/01354.jpg,01354.jpg,194,259,Lincoln Town Car Sedan 2011,17,43,250,159,156
Suzuki SX4 Sedan 2012/01355.jpg,01355.jpg,601,800,Suzuki SX4 Sedan 2012,46,1,799,560,184
Nissan Leaf Hatchback 2012/01356.jpg,01356.jpg,440,730,Nissan Leaf Hatchback 2012,51,120,683,378,168
Bentley Continental Flying Spur Sedan 2007/01357.jpg,01357.jpg,533,800,Bentley Continental Flying Spur Sedan 2007,52,122,750,429,44
Chevrolet Camaro Convertible 2012/01358.jpg,01358.jpg,357,600,Chevrolet Camaro Convertible 2012,10,1,563,306,59
Chrysler Crossfire Convertible 2008/01359.jpg,01359.jpg,166,300,Chrysler Crossfire Convertible 2008,17,25,282,153,80
Chevrolet Camaro Convertible 2012/01360.jpg,01360.jpg,360,424,Chevrolet Camaro Convertible 2012,15,102,411,291,59
Aston Martin V8 Vantage Coupe 2012/01361.jpg,01361.jpg,183,300,Aston Martin V8 Vantage Coupe 2012,74,73,239,158,9
Ford Ranger SuperCab 2011/01362.jpg,01362.jpg,480,640,Ford Ranger SuperCab 2011,80,165,543,405,111
Hyundai Azera Sedan 2012/01363.jpg,01363.jpg,480,640,Hyundai Azera Sedan 2012,44,62,589,415,140
Chevrolet Traverse SUV 2012/01364.jpg,01364.jpg,427,640,Chevrolet Traverse SUV 2012,1,74,639,334,58
Buick Verano Sedan 2012/01365.jpg,01365.jpg,480,640,Buick Verano Sedan 2012,114,144,476,349,49
Ford Focus Sedan 2007/01366.jpg,01366.jpg,427,640,Ford Focus Sedan 2007,44,196,603,410,115
Chrysler Crossfire Convertible 2008/01367.jpg,01367.jpg,194,259,Chrysler Crossfire Convertible 2008,19,54,246,170,80
Hyundai Veracruz SUV 2012/01368.jpg,01368.jpg,682,912,Hyundai Veracruz SUV 2012,32,136,843,490,133
Mercedes-Benz 300-Class Convertible 1993/01369.jpg,01369.jpg,194,259,Mercedes-Benz 300-Class Convertible 1993,69,36,259,155,161
